fight_id,fighter1_id,fighter1,fighter2_id,fighter2,result,bout,round,format,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_stance,f1_dob,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_stance,f2_dob,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg
459,7c7332319c14094c,Marlon Vera,aa72b0f831d0bfe5,Deiveson Figueiredo,Deiveson Figueiredo,Bantamweight Bout,3,3 Rnd (5-5-5),23,10,1,0,172.72,61.22,177.8,Switch,1992-12-02,4.27,0.49,5.37,0.5,0.51,0.39,0.72,0.8,24,5,1,0,165.1,61.22,172.72,Orthodox,1987-12-18,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4
460,22a92d7f62195791,Tony Ferguson,c58f51dedb310998,Michael Chiesa,Michael Chiesa,Welterweight Bout,1,3 Rnd (5-5-5),26,11,0,0,180.34,77.1,193.04,Orthodox,1984-02-12,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,19,7,0,0,185.42,77.1,190.5,Southpaw,1987-12-07,2.03,0.4,1.73,0.57,3.05,0.47,0.67,1.0
461,7447e9f28508106a,Mackenzie Dern,8e5d953bdb9ae5e7,Loopy Godinez,Mackenzie Dern,Women's Strawweight Bout,3,3 Rnd (5-5-5),15,5,0,0,162.56,52.15,160.02,Orthodox,1993-03-24,3.31,0.4,3.9,0.52,0.89,0.17,0.25,1.2,13,5,0,0,157.48,52.15,154.94,Orthodox,1993-09-06,4.28,0.48,3.87,0.61,3.12,0.47,0.81,0.9
462,58bbef3770bb2dfc,Joel Alvarez,48a9a128784d53d1,Elves Brener,Joel Alvarez,Lightweight Bout,3,3 Rnd (5-5-5),22,3,0,0,190.5,70.29,195.58,Orthodox,1993-03-02,4.51,0.53,3.32,0.5,0.0,0.0,0.4,1.2,16,5,0,0,177.8,70.29,182.88,Orthodox,1997-09-27,3.99,0.47,5.3,0.48,1.23,0.23,0.76,0.0
463,e90a2f22417af68e,Azamat Murzakanov,a495f599e787614f,Alonzo Menifield,Azamat Murzakanov,Light Heavyweight Bout,2,3 Rnd (5-5-5),15,0,0,0,177.8,92.97,180.34,Southpaw,1989-04-12,4.93,0.57,2.86,0.61,0.58,0.15,0.83,0.0,17,5,1,0,182.88,92.97,193.04,Orthodox,1987-10-18,3.79,0.53,3.76,0.5,0.5,0.31,0.78,0.2
464,3753714927f18437,Mohammad Yahya,ec13c393d029297d,Kaue Fernandes,Kaue Fernandes,Lightweight Bout,1,3 Rnd (5-5-5),12,5,0,0,175.26,70.29,185.42,Switch,1994-05-23,2.38,0.42,4.96,0.38,0.76,1.0,0.42,0.8,10,2,0,0,175.26,70.29,185.42,Orthodox,1995-03-17,4.0,0.54,1.32,0.61,1.3,1.0,0.76,0.0
465,6747ccd6d1acd266,Shamil Gaziev,1a9480fc288e55d7,Don'Tale Mayes,Shamil Gaziev,Heavyweight Bout,3,3 Rnd (5-5-5),14,1,0,0,193.04,120.18,198.12,Orthodox,1990-02-10,2.57,0.48,3.87,0.44,0.96,0.3,0.83,0.3,11,9,0,1,198.12,117.91,205.74,Orthodox,1992-01-16,3.22,0.43,3.61,0.46,0.59,0.38,0.46,0.0
466,7772b283d288dbe2,Guram Kutateladze,6d38e41efa47a72d,Jordan Vucenic,Guram Kutateladze,Lightweight Bout,3,3 Rnd (5-5-5),13,5,0,0,180.34,70.29,182.88,Orthodox,1992-01-08,3.53,0.45,4.22,0.54,0.61,0.15,0.75,0.0,13,4,0,0,177.8,70.29,185.42,Orthodox,1996-03-02,2.11,0.45,1.9,0.58,0.63,0.14,0.44,0.0
467,6c9b66b43663f2f7,Viktoriia Dudakova,e94085e821bd81de,Sam Hughes,Sam Hughes,Women's Strawweight Bout,3,3 Rnd (5-5-5),8,2,0,0,165.1,52.15,170.18,Orthodox,1999-01-26,2.87,0.47,3.4,0.5,2.73,0.35,0.33,0.0,10,6,0,0,165.1,52.15,162.56,Orthodox,1992-06-28,4.41,0.46,4.57,0.58,1.08,0.32,0.6,0.1
468,4c88a1db5a46c6a4,Jai Herbert,40a456a25d52ee65,Rolando Bedoya,Jai Herbert,Lightweight Bout,3,3 Rnd (5-5-5),13,6,1,0,185.42,70.29,195.58,Orthodox,1988-05-13,3.07,0.4,3.26,0.53,0.43,0.21,0.66,0.0,14,4,0,0,180.34,70.29,187.96,Orthodox,1997-01-13,7.29,0.49,6.38,0.52,0.0,0.0,0.33,0.0
469,4e6738062d469256,Sedriques Dumas,0112352cb32f5026,Denis Tiuliulin,Sedriques Dumas,Middleweight Bout,3,3 Rnd (5-5-5),10,3,0,0,187.96,83.9,200.66,Orthodox,1995-08-06,2.1,0.45,2.5,0.55,1.25,0.35,0.4,0.2,10,10,0,1,185.42,83.9,195.58,Orthodox,1988-05-17,3.61,0.41,5.23,0.38,0.96,0.42,0.72,0.0
470,f1fac969a1d70b08,Leon Edwards,b1b0729d27936f2f,Belal Muhammad,Belal Muhammad,UFC Welterweight Title Bout,5,5 Rnd (5-5-5-5-5),22,5,0,1,187.96,77.1,187.96,Southpaw,1991-08-25,2.62,0.54,2.42,0.53,1.18,0.36,0.63,0.4,24,4,0,1,180.34,77.1,182.88,Orthodox,1988-07-09,4.46,0.43,3.78,0.55,2.24,0.38,0.9,0.1
471,399afbabc02376b5,Tom Aspinall,fa6796c55d6c5440,Curtis Blaydes,Tom Aspinall,UFC Interim Heavyweight Title Bout,1,5 Rnd (5-5-5-5-5),15,3,0,0,195.58,116.1,198.12,Orthodox,1993-04-11,8.07,0.67,2.89,0.65,3.27,1.0,1.0,1.6,19,5,0,1,193.04,120.18,203.2,Orthodox,1991-02-18,3.56,0.5,2.0,0.58,5.38,0.48,0.31,0.0
472,887961364be5ceb3,King Green,7826923b47f8d72a,Paddy Pimblett,Paddy Pimblett,Lightweight Bout,1,3 Rnd (5-5-5),32,17,1,1,177.8,70.29,180.34,Orthodox,1986-09-09,6.4,0.52,3.72,0.62,1.22,0.39,0.74,0.3,23,3,0,0,177.8,70.29,185.42,Orthodox,1995-01-03,5.19,0.53,3.14,0.42,0.96,0.28,0.5,1.7
473,a93f94c923c3a9cb,Christian Leroy Duncan,d1c65d2cf2925ddd,Gregory Rodrigues,Gregory Rodrigues,Middleweight Bout,3,3 Rnd (5-5-5),11,2,0,0,187.96,83.9,200.66,Switch,1995-07-24,4.75,0.59,3.01,0.51,0.24,0.11,0.72,0.0,17,6,0,0,190.5,83.9,190.5,Orthodox,1992-02-17,5.54,0.51,5.04,0.5,2.21,0.38,0.9,0.3
474,040a74bb0a465c54,Arnold Allen,9560ff14eb3129f7,Giga Chikadze,Arnold Allen,Featherweight Bout,3,3 Rnd (5-5-5),20,3,0,0,172.72,65.76,177.8,Southpaw,1994-01-22,3.45,0.41,2.88,0.61,0.93,0.47,0.75,0.3,15,5,0,0,182.88,65.76,187.96,Orthodox,1988-08-25,3.82,0.42,3.48,0.6,0.19,0.33,0.65,0.2
475,329e403448756217,Nathaniel Wood,361d49960a196976,Daniel Pineda,Nathaniel Wood,Featherweight Bout,3,3 Rnd (5-5-5),21,6,0,0,167.64,65.76,175.26,Orthodox,1993-05-08,5.66,0.51,3.89,0.56,1.41,0.48,0.72,0.6,28,17,0,3,170.18,65.76,175.26,Orthodox,1985-08-06,2.85,0.49,3.26,0.45,1.42,0.24,0.54,1.5
476,51018a31ddf31eb2,Molly McCann,7138a15258dabf20,Bruna Brasil,Bruna Brasil,Women's Strawweight Bout,3,3 Rnd (5-5-5),14,8,0,0,162.56,52.15,157.48,Orthodox,1990-05-04,5.28,0.49,4.65,0.62,1.78,0.36,0.38,0.5,10,5,1,0,167.64,56.69,165.1,Orthodox,1993-09-07,2.77,0.59,4.14,0.48,1.55,0.66,0.54,0.0
477,60a42bf82447c919,Jake Hadley,42ac4020cba261ad,Caolan Loughran,Jake Hadley,Bantamweight Bout,3,3 Rnd (5-5-5),11,4,0,0,170.18,61.22,177.8,Southpaw,1996-08-03,3.8,0.43,4.16,0.61,0.33,0.11,0.54,1.1,10,2,0,0,167.64,61.22,172.72,Orthodox,1996-05-18,4.73,0.42,5.2,0.52,3.0,0.34,0.87,0.0
478,75353550928a7921,Muhammad Mokaev,5d1b7e3dd9e11074,Manel Kape,Muhammad Mokaev,Flyweight Bout,3,3 Rnd (5-5-5),13,0,0,1,170.18,56.69,177.8,Orthodox,2000-07-30,1.61,0.45,1.35,0.57,5.29,0.41,0.25,0.8,21,7,0,0,165.1,56.69,172.72,Southpaw,1993-11-14,5.04,0.55,4.05,0.57,0.42,0.3,0.81,0.3
479,6b56e94a59b7b134,Oban Elliott,9fe7af8b3fbe00a0,Preston Parsons,Oban Elliott,Welterweight Bout,3,3 Rnd (5-5-5),12,3,0,0,182.88,77.1,182.88,Orthodox,1997-12-19,3.5,0.48,2.24,0.6,1.7,0.44,0.55,0.0,11,6,0,0,180.34,77.1,180.34,Orthodox,1995-07-15,3.54,0.51,3.25,0.54,3.46,0.36,0.71,2.3
480,476fe566d2df676e,Modestas Bukauskas,6370c1c1e12723d5,Marcin Prachnio,Modestas Bukauskas,Light Heavyweight Bout,3,3 Rnd (5-5-5),18,6,0,0,190.5,92.97,198.12,Switch,1994-02-10,3.26,0.42,4.07,0.51,0.31,0.66,0.77,0.2,17,8,0,0,190.5,92.97,187.96,Orthodox,1988-07-14,5.57,0.54,3.24,0.54,0.15,0.2,0.53,0.0
481,8b6e5dc2ba1edbe7,Sam Patterson,4729c93ba705a3bf,Kiefer Crosbie,Sam Patterson,Welterweight Bout,1,3 Rnd (5-5-5),13,2,1,0,190.5,77.1,198.12,Orthodox,1996-04-30,3.17,0.41,3.6,0.48,1.61,1.0,0.33,3.2,10,5,0,0,180.34,77.1,177.8,Switch,1990-04-05,6.27,0.64,4.97,0.54,0.0,0.0,0.0,0.0
482,0d5cc0170c1a7e71,Mick Parkin,0c25d0a5e8cdbf19,Lukasz Brzeski,Mick Parkin,Heavyweight Bout,1,3 Rnd (5-5-5),10,1,0,0,193.04,120.18,200.66,Orthodox,1995-10-02,4.7,0.5,4.13,0.58,1.38,0.46,0.5,0.2,9,6,1,1,193.04,107.03,198.12,Orthodox,1992-05-17,5.02,0.5,3.68,0.54,0.43,0.33,0.36,0.4
483,9c442aaf149ea982,Shauna Bannon,87f8699fdcc2c404,Alice Ardelean,Shauna Bannon,Women's Strawweight Bout,3,3 Rnd (5-5-5),7,1,0,0,165.1,52.15,165.1,Switch,1993-10-23,4.77,0.43,3.88,0.44,0.0,0.0,0.42,0.8,10,7,0,0,160.02,52.15,157.48,Orthodox,1992-04-19,6.73,0.44,5.04,0.57,1.0,0.5,0.87,0.0
484,3df5493bb279226f,Amanda Lemos,7dda2cf308f24a02,Virna Jandiroba,Virna Jandiroba,Women's Strawweight Bout,2,5 Rnd (5-5-5-5-5),15,4,1,0,162.56,52.15,165.1,Southpaw,1987-05-22,2.89,0.54,3.46,0.44,1.14,0.62,0.59,0.7,22,3,0,0,160.02,52.15,162.56,Orthodox,1988-05-30,1.97,0.38,2.55,0.57,2.37,0.33,0.73,1.8
485,97cf1a2c7c5e7889,Steve Garcia,a68575214ecad140,SeungWoo Choi,Steve Garcia,Featherweight Bout,1,3 Rnd (5-5-5),17,5,0,0,182.88,65.76,190.5,Southpaw,1992-05-22,5.04,0.56,2.34,0.46,1.17,0.4,0.88,0.6,11,8,0,0,182.88,65.76,187.96,Orthodox,1992-11-03,3.56,0.38,3.16,0.47,0.83,0.54,0.7,0.0
486,a7151778b3381036,Kurt Holobaugh,ca36633b80be4a78,Kaynan Kruschewsky,Kurt Holobaugh,Lightweight Bout,3,3 Rnd (5-5-5),22,10,0,1,180.34,70.29,177.8,Orthodox,1986-09-08,4.58,0.44,4.24,0.49,0.65,0.33,0.38,0.8,15,3,0,1,182.88,70.29,185.42,Orthodox,1991-04-04,5.67,0.5,5.71,0.46,2.74,1.0,0.75,2.1
487,7f6ed67d3ed3c036,Cody Durden,294aa73dbf37d281,Bruno Silva,Bruno Silva,Flyweight Bout,2,3 Rnd (5-5-5),17,8,1,0,170.18,56.69,170.18,Southpaw,1991-03-29,3.44,0.44,4.35,0.5,4.13,0.47,0.73,0.7,14,7,2,1,162.56,56.69,165.1,Orthodox,1990-03-16,3.83,0.49,4.81,0.5,1.79,0.23,0.6,0.2
488,e93b04e308913c2e,Dooho Choi,9abc648e76c4493a,Bill Algeo,Dooho Choi,Featherweight Bout,2,3 Rnd (5-5-5),16,4,1,0,177.8,65.76,177.8,Orthodox,1991-04-10,4.67,0.56,4.02,0.56,1.43,0.53,0.47,0.6,18,9,0,0,182.88,65.76,185.42,Switch,1989-06-09,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1
489,d008d785f6347dc2,JeongYeong Lee,41cc71cbf210e0fe,Hyder Amil,Hyder Amil,Featherweight Bout,1,3 Rnd (5-5-5),11,3,0,0,177.8,65.76,185.42,Orthodox,1995-11-13,3.38,0.49,3.82,0.5,0.63,0.66,0.72,0.3,11,1,0,0,175.26,65.76,177.8,Switch,1990-05-28,6.84,0.57,4.18,0.51,0.77,0.2,0.81,1.2
490,7be14eaed4c74856,Brian Kelleher,700a674c042b7a96,Cody Gibson,Cody Gibson,Bantamweight Bout,1,3 Rnd (5-5-5),24,16,0,0,167.64,61.22,167.64,Switch,1986-08-19,3.31,0.41,4.59,0.54,1.68,0.41,0.6,0.7,22,11,0,0,177.8,61.22,180.34,Orthodox,1987-09-11,3.61,0.45,3.18,0.57,2.13,0.37,0.69,0.6
491,f29a6350c69f4a33,Miranda Maverick,27b388f0aab49780,Dione Barbosa,Miranda Maverick,Women's Flyweight Bout,3,3 Rnd (5-5-5),17,6,0,0,160.02,56.69,165.1,Southpaw,1997-07-01,3.22,0.44,2.25,0.61,2.16,0.4,0.45,0.4,8,3,0,0,167.64,56.69,167.64,Orthodox,1992-05-08,2.35,0.5,2.73,0.67,1.93,0.33,0.42,2.3
492,8c169fbe1ac33637,Loik Radzhabov,cfc3e7bb44685289,Trey Ogden,Trey Ogden,Lightweight Bout,3,3 Rnd (5-5-5),18,6,1,0,180.34,70.29,175.26,Orthodox,1990-09-17,2.89,0.44,3.76,0.46,4.65,0.57,0.42,0.0,18,7,0,1,180.34,70.29,182.88,Orthodox,1989-11-14,3.2,0.5,3.49,0.55,1.89,0.32,1.0,0.7
493,528b071cf3da7c56,Luana Carolina,3cf66c62d9069f43,Lucie Pudilova,Luana Carolina,Women's Flyweight Bout,3,3 Rnd (5-5-5),11,4,0,0,167.64,56.69,175.26,Orthodox,1993-06-11,4.81,0.5,3.54,0.5,0.34,0.37,0.74,0.6,14,10,0,0,172.72,56.69,170.18,Orthodox,1994-06-13,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6
494,da7f113b5ea39c43,Mohammed Usman,764d39074a352e33,Thomas Petersen,Thomas Petersen,Heavyweight Bout,3,3 Rnd (5-5-5),12,4,0,0,187.96,108.39,200.66,Orthodox,1989-04-01,3.85,0.39,4.27,0.51,0.56,0.14,0.66,0.0,10,3,0,0,185.42,119.73,187.96,Southpaw,1995-03-30,3.74,0.59,2.94,0.57,4.42,0.66,1.0,0.6
495,47b63240018d5d86,Rose Namajunas,68d4a891e5cf2029,Tracy Cortez,Rose Namajunas,Women's Flyweight Bout,5,5 Rnd (5-5-5-5-5),15,7,0,0,165.1,56.69,165.1,Orthodox,1992-06-29,3.6,0.41,3.38,0.63,1.49,0.5,0.62,0.4,12,2,0,0,165.1,56.69,165.1,Orthodox,1993-12-10,3.79,0.49,2.84,0.57,2.19,0.47,0.62,0.3
496,6d1bffff14897645,Santiago Ponzinibbio,447f9858ae78f921,Muslim Salikhov,Muslim Salikhov,Welterweight Bout,3,3 Rnd (5-5-5),31,9,0,0,182.88,77.1,185.42,Orthodox,1986-09-26,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,21,5,0,0,180.34,77.1,177.8,Orthodox,1984-06-09,3.38,0.49,2.9,0.62,1.08,0.32,0.72,0.0
497,519e4fe37ce9ff75,Drew Dober,52ef95b5860fb28c,Jean Silva,Jean Silva,Lightweight Bout,3,3 Rnd (5-5-5),27,15,0,1,172.72,70.29,177.8,Southpaw,1988-10-19,4.36,0.4,4.33,0.51,0.66,0.17,0.56,0.1,16,2,0,0,170.18,65.76,175.26,Orthodox,1996-12-27,4.87,0.52,4.13,0.56,0.6,0.5,0.86,0.9
498,01641ba5df0c69b0,Gabriel Bonfim,1497e735d9f2560a,Ange Loosa,Gabriel Bonfim,Welterweight Bout,3,3 Rnd (5-5-5),17,1,0,0,185.42,77.1,182.88,Orthodox,1997-08-20,5.22,0.43,3.8,0.65,3.68,0.76,0.73,2.2,10,5,0,1,177.8,77.1,187.96,Orthodox,1993-03-18,5.46,0.46,6.59,0.52,2.53,0.39,0.83,0.2
499,902ec2cc48c8ae8a,Julian Erosa,5ec591b78349ba7e,Christian Rodriguez,Julian Erosa,Featherweight Bout,1,3 Rnd (5-5-5),31,13,0,0,185.42,65.76,187.96,Southpaw,1989-07-31,6.21,0.48,6.27,0.48,1.78,0.43,0.61,0.7,12,3,0,0,170.18,65.76,180.34,Orthodox,1997-12-17,3.63,0.5,2.66,0.54,1.84,0.46,0.69,1.2
500,eae431e70064e046,Abdul Razak Alhassan,f14f644d41ade29f,Cody Brundage,NC,Middleweight Bout,1,3 Rnd (5-5-5),12,7,0,1,177.8,83.9,185.42,Orthodox,1985-08-11,3.64,0.49,4.01,0.54,0.84,0.33,0.51,0.2,11,7,0,1,182.88,83.9,182.88,Orthodox,1994-05-16,2.23,0.52,2.9,0.46,1.87,0.47,0.68,0.8
501,17e97649403ba428,Joshua Van,814e5233e2acf2ee,Charles Johnson,Charles Johnson,Flyweight Bout,3,3 Rnd (5-5-5),15,2,0,0,165.1,56.69,165.1,Orthodox,2001-10-10,8.86,0.56,6.36,0.57,0.85,0.63,0.81,0.0,17,7,0,0,175.26,56.69,177.8,Switch,1991-01-10,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4
502,a9e260472d321361,Jasmine Jasudavicius,745fa7b605f8e2da,Fatima Kline,Jasmine Jasudavicius,Women's Flyweight Bout,3,3 Rnd (5-5-5),14,3,0,0,170.18,56.69,172.72,Orthodox,1989-03-01,3.71,0.45,3.63,0.51,2.61,0.44,0.75,0.6,7,1,0,0,167.64,52.15,170.18,Orthodox,2000-07-12,2.21,0.47,1.68,0.55,1.84,1.0,0.5,0.0
503,cc1a8b4b38b92c6d,Montel Jackson,da22387a0407a2dc,Da'Mon Blackshear,Montel Jackson,Bantamweight Bout,1,3 Rnd (5-5-5),15,2,0,0,177.8,61.22,190.5,Southpaw,1992-04-24,3.22,0.53,1.39,0.62,3.24,0.62,0.68,0.4,17,7,1,0,177.8,61.22,182.88,Switch,1994-08-12,4.7,0.46,4.15,0.52,1.56,0.36,0.71,1.6
504,5078e1dacf9d25f4,Luana Santos,a08ddd04eaffd81d,Mariya Agapova,Luana Santos,Women's Flyweight Bout,1,3 Rnd (5-5-5),9,2,0,0,167.64,61.22,170.18,Orthodox,2000-04-16,3.69,0.52,3.4,0.62,1.91,0.5,0.83,1.3,10,5,0,0,167.64,56.69,172.72,Southpaw,1997-04-07,4.43,0.54,3.62,0.52,0.55,0.66,0.45,0.8
505,ca43de99b07b6b40,Josh Fremd,5f61780fe5e9b6d0,Andre Petroski,Andre Petroski,Middleweight Bout,3,3 Rnd (5-5-5),11,6,0,0,193.04,83.9,193.04,Orthodox,1994-01-15,2.52,0.44,2.23,0.47,0.66,0.25,0.3,1.1,13,5,0,0,182.88,83.9,185.42,Switch,1991-06-12,2.82,0.49,2.75,0.52,3.21,0.51,0.86,1.3
506,d9a56ecb6e94f02e,Evan Elder,65db4065e2bc107d,Darrius Flowers,Evan Elder,Welterweight Bout,2,3 Rnd (5-5-5),10,2,0,0,177.8,70.29,182.88,Switch,1997-04-11,5.66,0.5,4.94,0.57,0.48,0.15,0.4,0.5,12,8,1,0,175.26,70.29,180.34,Orthodox,1994-08-25,3.07,0.49,5.49,0.44,0.98,0.28,0.63,0.0
507,e5549c82bfb5582d,Alex Pereira,009341ed974bad72,Jiri Prochazka,Alex Pereira,UFC Light Heavyweight Title Bout,2,5 Rnd (5-5-5-5-5),12,3,0,0,193.04,92.97,200.66,Orthodox,1987-07-07,5.0,0.62,3.5,0.53,0.11,0.5,0.78,0.2,31,5,1,0,190.5,92.97,203.2,Orthodox,1992-10-14,5.74,0.55,5.7,0.43,0.6,0.6,0.68,0.2
508,82a5152216251682,Dan Ige,f166e93d04a8c274,Diego Lopes,Diego Lopes,Catch Weight Bout,3,3 Rnd (5-5-5),19,9,0,0,170.18,65.76,180.34,Orthodox,1991-08-06,3.67,0.45,3.55,0.56,0.94,0.25,0.58,0.2,26,7,0,0,180.34,65.76,182.88,Orthodox,1994-12-30,3.7,0.47,4.76,0.46,0.35,0.4,0.67,1.9
509,d4c9dcd330403612,Anthony Smith,327d5f279895110d,Roman Dolidze,Roman Dolidze,Light Heavyweight Bout,3,3 Rnd (5-5-5),38,22,0,0,193.04,92.97,193.04,Orthodox,1988-07-26,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,15,3,0,0,187.96,83.9,193.04,Orthodox,1988-07-15,3.58,0.42,3.56,0.49,1.11,0.4,0.33,0.9
510,cc8c623cca88f54f,Mayra Bueno Silva,9cdd2da1a9104a0b,Macy Chiasson,Macy Chiasson,Women's Bantamweight Bout,2,3 Rnd (5-5-5),10,5,1,1,167.64,56.69,167.64,Orthodox,1991-08-22,3.83,0.58,4.85,0.51,0.57,0.29,0.63,1.5,11,4,0,0,180.34,61.22,182.88,Orthodox,1991-07-27,3.49,0.46,2.68,0.45,2.08,0.35,0.71,0.4
511,442c9011034ae1fd,Ian Machado Garry,a67d071163962af8,Michael Page,Ian Machado Garry,Welterweight Bout,3,3 Rnd (5-5-5),16,1,0,0,190.5,77.1,187.96,Orthodox,1997-11-17,4.77,0.54,2.77,0.51,1.02,0.33,0.73,0.4,23,3,0,0,190.5,83.9,200.66,Switch,1987-04-07,2.53,0.62,1.78,0.55,0.3,0.2,0.63,0.0
512,c1085e1701b13eca,Joe Pyfer,8e9eb3fc86db0f7d,Marc-Andre Barriault,Joe Pyfer,Middleweight Bout,1,3 Rnd (5-5-5),14,3,0,0,187.96,83.9,190.5,Orthodox,1996-09-17,3.74,0.43,3.2,0.54,1.35,0.42,0.6,0.7,17,9,0,1,185.42,83.9,187.96,Orthodox,1990-02-18,6.02,0.47,5.57,0.52,0.21,0.25,0.67,0.1
513,d247691a6c0e9034,Cub Swanson,8fd808923cffff82,Andre Fili,Andre Fili,Featherweight Bout,3,3 Rnd (5-5-5),30,14,0,0,172.72,65.76,177.8,Orthodox,1983-11-02,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,24,12,0,1,180.34,65.76,187.96,Orthodox,1990-06-25,3.84,0.37,4.15,0.51,2.17,0.44,0.7,0.2
514,f1d64ae34e088832,Charles Jourdain,52ef95b5860fb28c,Jean Silva,Jean Silva,Featherweight Bout,2,3 Rnd (5-5-5),16,8,1,0,175.26,61.22,175.26,Switch,1995-11-27,5.43,0.48,4.27,0.56,0.34,0.21,0.47,0.6,16,2,0,0,170.18,65.76,175.26,Orthodox,1996-12-27,4.87,0.52,4.13,0.56,0.6,0.5,0.86,0.9
515,6e743a33d56bdaa4,Payton Talbott,eb70e786bbdf1d16,Yanis Ghemmouri,Payton Talbott,Bantamweight Bout,1,3 Rnd (5-5-5),10,1,0,0,177.8,61.22,177.8,Switch,1998-09-09,6.05,0.54,3.26,0.46,0.24,0.25,0.76,0.2,12,3,0,0,175.26,61.22,175.26,Orthodox,1995-01-24,2.29,0.38,5.14,0.35,0.0,0.0,0.0,0.0
516,eb04b9d31e938edb,Michelle Waterson-Gomez,38c7f72747f4f712,Gillian Robertson,Gillian Robertson,Women's Strawweight Bout,3,3 Rnd (5-5-5),18,13,0,0,160.02,52.15,157.48,Orthodox,1986-01-06,3.42,0.46,4.25,0.48,1.39,0.33,0.69,0.6,16,8,0,0,165.1,52.15,160.02,Orthodox,1995-05-17,2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9
517,3738e68d2261e60f,Andrei Arlovski,8eb046f83e82bf26,Martin Buday,Martin Buday,Heavyweight Bout,3,3 Rnd (5-5-5),34,24,0,2,190.5,108.84,195.58,Orthodox,1979-02-04,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,15,2,0,0,193.04,120.18,195.58,Orthodox,1991-11-11,4.67,0.53,5.0,0.55,0.17,0.2,1.0,0.2
518,2f43a3e82661fa99,Rei Tsuruya,798e48f9e7f6ba22,Carlos Hernandez,Rei Tsuruya,Flyweight Bout,3,3 Rnd (5-5-5),10,1,0,0,167.64,56.69,172.72,Orthodox,2002-06-22,2.24,0.52,2.01,0.42,5.06,0.37,0.5,1.9,10,5,0,0,172.72,56.69,170.18,Orthodox,1993-10-25,3.83,0.45,3.5,0.5,1.56,0.21,0.65,0.2
519,5987b2458f4b5290,Ricky Simon,18d01f7f8338ae72,Vinicius Oliveira,Vinicius Oliveira,Bantamweight Bout,3,3 Rnd (5-5-5),22,6,0,0,167.64,61.22,175.26,Orthodox,1992-08-31,2.93,0.44,3.72,0.61,5.01,0.43,0.75,0.3,22,3,0,0,175.26,61.22,177.8,Switch,1995-11-30,4.92,0.44,2.77,0.52,1.89,0.6,0.76,0.3
520,e1147d3d2dabe1ce,Robert Whittaker,b07aed698fba8624,Ikram Aliskerov,Robert Whittaker,Middleweight Bout,1,5 Rnd (5-5-5-5-5),27,8,0,0,182.88,83.9,185.42,Orthodox,1990-12-20,4.54,0.43,3.41,0.59,0.8,0.38,0.81,0.0,16,2,0,0,182.88,83.9,193.04,Southpaw,1992-12-07,7.76,0.62,5.78,0.41,1.14,0.33,1.0,1.1
521,f14cf73e51b29254,Sergei Pavlovich,279566840aa55bf2,Alexander Volkov,Alexander Volkov,Heavyweight Bout,3,3 Rnd (5-5-5),19,3,0,0,190.5,116.55,213.36,Southpaw,1992-05-13,4.54,0.43,3.81,0.54,0.63,0.4,0.75,0.0,38,11,0,0,200.66,113.38,203.2,Orthodox,1988-10-24,4.97,0.57,2.99,0.54,0.61,0.66,0.72,0.2
522,8c0580d4fff106c1,Kelvin Gastelum,8a1f3b5c526cd6e6,Daniel Rodriguez,Kelvin Gastelum,Middleweight Bout,3,3 Rnd (5-5-5),20,10,0,1,175.26,83.9,180.34,Southpaw,1991-10-24,3.67,0.42,3.49,0.57,1.05,0.34,0.58,0.1,19,5,0,0,185.42,77.1,187.96,Southpaw,1986-12-31,7.39,0.48,5.39,0.57,0.55,0.54,0.63,0.1
523,06734ca9d88dec3a,Shara Magomedov,6d48a2df51749d91,Antonio Trocoli,Shara Magomedov,Middleweight Bout,3,3 Rnd (5-5-5),15,1,0,0,187.96,83.9,185.42,Orthodox,1994-05-16,5.87,0.62,4.13,0.42,0.0,0.0,0.72,0.0,12,5,0,1,198.12,83.9,200.66,Orthodox,1990-12-06,1.29,0.5,5.79,0.23,0.84,0.11,0.5,0.8
524,c21f26bbde777573,Johnny Walker,0845c81e37d3bcb3,Volkan Oezdemir,Volkan Oezdemir,Light Heavyweight Bout,1,3 Rnd (5-5-5),21,9,0,1,198.12,92.97,208.28,Orthodox,1992-03-30,3.87,0.53,3.12,0.44,0.45,1.0,0.57,0.9,20,8,0,0,187.96,92.97,190.5,Orthodox,1989-09-19,4.95,0.48,4.22,0.55,0.5,0.29,0.8,0.1
