fight_id,fighter1_id,fighter1,fighter2_id,fighter2,result,bout,round,format,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_stance,f1_dob,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_stance,f2_dob,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg
525,b7b84ccd221be298,Nasrat Haqparast,7026eca45f65377b,Jared Gordon,Nasrat Haqparast,Lightweight Bout,3,3 Rnd (5-5-5),18,5,0,0,177.8,70.29,182.88,Southpaw,1995-08-22,6.4,0.45,6.01,0.63,0.35,0.2,0.84,0.0,21,7,0,1,175.26,70.29,172.72,Orthodox,1988-09-06,5.67,0.55,3.91,0.56,1.83,0.32,0.62,0.0
526,8d11d9c13e2ccdf7,Muhammad Naimov,9256f591b30c073e,Felipe Lima,Felipe Lima,Featherweight Bout,3,3 Rnd (5-5-5),13,3,0,0,175.26,65.76,177.8,Orthodox,1994-08-07,2.61,0.4,3.45,0.45,1.69,0.36,0.67,0.2,14,2,0,0,167.64,61.22,172.72,Orthodox,1998-05-07,2.86,0.45,2.91,0.64,2.18,0.27,0.85,0.7
527,8f765fd5775a8873,Rinat Fakhretdinov,9d19d9e4aa2662e8,Nicolas Dalby,Rinat Fakhretdinov,Welterweight Bout,3,3 Rnd (5-5-5),23,1,1,0,182.88,77.1,187.96,Orthodox,1991-09-28,4.78,0.52,3.58,0.53,3.95,0.34,0.91,0.2,23,6,1,2,180.34,77.1,187.96,Orthodox,1984-11-16,4.05,0.43,3.69,0.52,0.98,0.27,0.58,0.1
528,a7897d200692ab64,Kyung Ho Kang,a54660deb6a8489c,Muin Gafurov,Muin Gafurov,Bantamweight Bout,3,3 Rnd (5-5-5),19,11,0,1,175.26,61.22,185.42,Orthodox,1987-09-09,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8,20,6,0,0,170.18,61.22,172.72,Orthodox,1996-05-17,2.89,0.45,2.21,0.52,1.47,0.26,0.7,0.0
529,6e344b71421103da,Magomed Gadzhiyasulov,49edd0d90f60fb7d,Brendson Ribeiro,Magomed Gadzhiyasulov,Light Heavyweight Bout,3,3 Rnd (5-5-5),9,1,0,0,187.96,92.97,190.5,Orthodox,1993-11-04,2.89,0.49,1.64,0.62,3.67,0.73,0.61,0.0,17,8,0,1,190.5,92.97,205.74,Orthodox,1996-09-08,3.26,0.42,4.04,0.52,0.99,0.42,0.0,0.7
530,86bace9e4ad85542,Xiao Long,117a06469813e4ef,ChangHo Lee,ChangHo Lee,Bantamweight Bout,3,3 Rnd + OT (5-5-5-5),27,9,0,0,172.72,61.22,177.8,Orthodox,1998-04-13,5.4,0.5,4.27,0.5,0.84,0.25,0.77,0.0,11,1,0,0,172.72,61.22,175.26,Orthodox,1994-05-09,4.92,0.67,2.35,0.39,3.27,0.33,0.37,0.4
531,ab2b4ff41d6ebe0f,Alex Perez,4461d7e47375a895,Tatsuro Taira,Tatsuro Taira,Flyweight Bout,2,5 Rnd (5-5-5-5-5),25,9,0,0,167.64,56.69,165.1,Orthodox,1992-03-21,4.19,0.46,3.2,0.58,2.04,0.46,0.77,0.8,16,1,0,0,170.18,56.69,177.8,Orthodox,2000-01-27,2.99,0.6,2.69,0.46,2.73,0.44,0.45,1.6
532,3a314d9fa7c6825d,Douglas Silva de Andrade,46e0d677f91bacc0,Miles Johns,Miles Johns,Bantamweight Bout,3,3 Rnd (5-5-5),29,6,0,1,170.18,61.22,172.72,Orthodox,1985-06-22,3.54,0.38,3.93,0.57,0.55,0.42,0.72,0.2,15,3,0,1,170.18,61.22,167.64,Orthodox,1994-03-30,3.16,0.44,2.65,0.67,0.92,0.2,0.81,0.0
533,0e46690e55a8df75,Timmy Cuamba,710f0f8c5d5c9d41,Lucas Almeida,Lucas Almeida,Featherweight Bout,3,3 Rnd (5-5-5),9,3,0,0,175.26,65.76,180.34,Orthodox,1999-02-08,3.12,0.42,4.3,0.58,1.11,0.26,0.8,0.0,15,4,0,0,180.34,65.76,180.34,Orthodox,1991-01-31,4.94,0.39,5.04,0.44,0.0,0.0,0.53,0.0
534,7af33fc4435017f1,Brady Hiestand,1effd880e1f1bb30,Garrett Armfield,Brady Hiestand,Bantamweight Bout,3,3 Rnd (5-5-5),9,2,0,0,172.72,61.22,180.34,Orthodox,1999-04-30,2.7,0.5,3.75,0.51,4.8,0.46,0.42,1.1,10,5,0,0,167.64,61.22,177.8,Orthodox,1996-10-09,5.35,0.53,3.64,0.56,1.1,0.5,0.64,0.6
535,8d3273573b85be09,Asu Almabayev,84f727cf0166d6f2,Jose Johnson,Asu Almabayev,Flyweight Bout,3,3 Rnd (5-5-5),21,3,0,0,162.56,56.69,165.1,Orthodox,1994-01-25,2.32,0.54,1.76,0.53,4.13,0.42,0.66,1.4,16,10,0,0,182.88,56.69,180.34,Orthodox,1995-05-20,2.27,0.57,1.61,0.53,0.69,0.6,0.41,0.7
536,876f478f796495f7,Josh Quinlan,a01a62132460a98d,Adam Fugitt,Adam Fugitt,Welterweight Bout,3,3 Rnd (5-5-5),6,3,0,1,182.88,77.1,182.88,Orthodox,1993-02-06,3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0,10,4,0,0,185.42,77.1,195.58,Southpaw,1989-01-12,4.72,0.45,4.48,0.51,2.04,0.29,0.5,0.0
537,09e62c450e754913,Jimmy Flick,6e9f40c706f91f32,Nate Maness,Nate Maness,Flyweight Bout,3,3 Rnd (5-5-5),17,9,0,0,170.18,56.69,172.72,Orthodox,1990-09-07,1.67,0.5,4.7,0.43,2.36,0.33,0.0,3.5,16,3,0,0,177.8,56.69,182.88,Orthodox,1991-06-27,3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7
538,f1ab6f37492c630a,Carli Judice,a6eb54ae17a551be,Gabriella Fernandes,Gabriella Fernandes,Women's Flyweight Bout,3,3 Rnd (5-5-5),4,2,0,0,170.18,56.69,172.72,Southpaw,1999-03-02,11.18,0.53,10.01,0.53,0.95,0.25,0.7,0.0,10,3,0,0,167.64,56.69,167.64,Southpaw,1993-08-13,3.46,0.46,5.5,0.49,0.56,0.18,0.6,0.3
539,57186c150c645200,Jeka Saragih,7b3503352cd53abb,Westin Wilson,Westin Wilson,Featherweight Bout,1,3 Rnd (5-5-5),14,5,0,0,172.72,65.76,175.26,Orthodox,1995-01-01,2.75,0.5,2.82,0.4,2.17,0.8,0.66,0.5,17,9,0,0,185.42,65.76,185.42,Southpaw,1989-01-24,1.68,0.33,5.72,0.31,1.68,0.16,0.33,8.4
540,20bccc9bb4ceb23e,Melquizael Costa,0a73acff6325c1e2,Shayilan Nuerdanbieke,Melquizael Costa,Featherweight Bout,3,3 Rnd (5-5-5),24,7,0,0,177.8,65.76,180.34,Southpaw,1996-09-14,4.44,0.49,3.09,0.54,1.96,0.38,0.58,1.2,39,12,0,0,172.72,65.76,175.26,Orthodox,1994-05-04,1.95,0.45,2.64,0.5,3.3,0.35,0.28,0.2
541,971dba22c622af12,Josefine Knutsson,abb68e3c7ca128f2,Julia Polastri,Josefine Knutsson,Women's Strawweight Bout,3,3 Rnd (5-5-5),8,1,0,0,160.02,52.15,152.4,Orthodox,1996-01-16,4.24,0.51,2.13,0.54,1.6,0.72,0.35,0.0,13,5,0,0,157.48,52.15,160.02,Orthodox,1998-03-05,5.62,0.55,5.37,0.56,0.87,0.8,0.58,0.4
542,13a0275fa13c4d26,Jared Cannonier,881bf86d4cba8578,Nassourdine Imavov,Nassourdine Imavov,Middleweight Bout,4,5 Rnd (5-5-5-5-5),18,8,0,0,180.34,83.9,195.58,Switch,1984-03-16,4.6,0.5,4.49,0.56,0.46,0.44,0.64,0.0,16,4,0,1,190.5,83.9,190.5,Orthodox,1995-03-01,4.45,0.55,3.26,0.58,0.85,0.32,0.78,1.1
543,2e19380f34871c6a,Dominick Reyes,e4277e87a789d687,Dustin Jacoby,Dominick Reyes,Light Heavyweight Bout,1,3 Rnd (5-5-5),15,4,0,0,193.04,92.97,195.58,Southpaw,1989-12-26,5.58,0.54,3.54,0.5,0.31,0.28,0.82,0.3,21,9,1,0,190.5,92.97,193.04,Orthodox,1988-04-04,5.37,0.47,4.02,0.57,0.33,0.25,0.62,0.0
544,fe2babf95de24fb1,Raul Rosas Jr.,cd3d7e37ff2d679c,Ricky Turcios,Raul Rosas Jr.,Bantamweight Bout,2,3 Rnd (5-5-5),11,1,0,0,175.26,61.22,170.18,Switch,2004-10-08,1.51,0.44,1.37,0.5,4.01,0.41,0.0,1.1,13,5,0,0,175.26,61.22,180.34,Orthodox,1993-06-05,4.73,0.4,3.72,0.52,0.91,0.2,0.44,0.4
545,1e719d4b676dc19a,Brunno Ferreira,71505842fb6455c3,Dustin Stoltzfus,Brunno Ferreira,Middleweight Bout,1,3 Rnd (5-5-5),13,2,0,0,177.8,83.9,182.88,Orthodox,1992-11-04,3.54,0.49,3.54,0.49,1.14,0.23,0.53,0.8,16,7,0,0,182.88,83.9,190.5,Orthodox,1991-11-15,3.14,0.45,3.14,0.47,2.26,0.41,0.46,1.3
546,d0e1b42d41dab603,Julian Marquez,23dec7c47cb418f8,Zachary Reese,Zachary Reese,Middleweight Bout,1,3 Rnd (5-5-5),9,6,0,0,187.96,83.9,182.88,Orthodox,1990-05-08,5.06,0.45,5.35,0.5,0.0,0.0,0.54,2.6,9,2,0,0,193.04,83.9,195.58,Switch,1994-03-24,4.28,0.54,2.99,0.43,2.88,0.58,0.57,1.2
547,82d4c957649faf9b,Miguel Baeza,64facb6cc564262d,Punahele Soriano,Punahele Soriano,Welterweight Bout,3,3 Rnd (5-5-5),10,4,0,0,187.96,77.1,187.96,Orthodox,1992-08-23,4.09,0.49,5.92,0.46,0.36,0.22,0.54,2.0,11,4,0,0,180.34,77.1,182.88,Southpaw,1992-11-22,5.0,0.53,3.88,0.48,1.47,0.56,0.37,0.0
548,d945aae53e3e54e6,Thiago Moises,5b86d491d63890c5,Ludovit Klein,Ludovit Klein,Lightweight Bout,3,3 Rnd (5-5-5),19,9,0,0,175.26,70.29,177.8,Orthodox,1995-03-23,2.48,0.42,4.08,0.53,1.31,0.35,0.52,1.1,23,5,1,0,170.18,70.29,182.88,Southpaw,1995-02-22,3.57,0.52,3.34,0.52,1.52,0.51,0.76,0.0
549,feedf3053472fe56,Charles Radtke,7ee0fd831c0fe7c3,Carlos Prates,Carlos Prates,Welterweight Bout,1,3 Rnd (5-5-5),10,5,0,0,175.26,77.1,182.88,Orthodox,1990-07-09,3.11,0.49,3.66,0.52,0.49,0.12,1.0,0.0,21,7,0,0,185.42,77.1,198.12,Switch,1993-08-17,3.6,0.54,4.79,0.48,0.25,1.0,0.83,0.0
550,7b433309b0fd12aa,Brad Katona,a75a48bfe776b2c2,Jesse Butler,Brad Katona,Bantamweight Bout,3,3 Rnd (5-5-5),16,5,0,0,167.64,61.22,162.56,Orthodox,1991-12-19,4.81,0.52,4.75,0.5,1.86,0.34,0.61,0.0,12,6,0,0,177.8,61.22,185.42,Orthodox,1992-05-24,2.02,0.34,4.62,0.39,0.0,0.0,0.0,0.0
551,05fa626cb33d15b8,Andrea Lee,80d8aed0ca9b00f3,Montana De La Rosa,Montana De La Rosa,Women's Flyweight Bout,3,3 Rnd (5-5-5),13,11,0,0,167.64,56.69,175.26,Orthodox,1989-02-11,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6,13,9,1,0,170.18,56.69,172.72,Orthodox,1995-02-14,2.9,0.37,3.39,0.45,1.85,0.33,0.68,0.8
552,5fa2974cbd18e05c,John Castaneda,850266b3dc4e506e,Daniel Marcos,Daniel Marcos,Bantamweight Bout,3,3 Rnd (5-5-5),21,8,0,0,167.64,61.22,180.34,Switch,1991-12-18,4.42,0.5,4.94,0.53,1.68,0.37,0.73,0.1,17,1,0,1,170.18,61.22,175.26,Orthodox,1993-03-07,5.11,0.53,3.88,0.61,0.99,0.46,0.84,0.0
553,de594b35c45c2e9a,Eduarda Moura,cffb87059e645bd1,Denise Gomes,Denise Gomes,Women's Strawweight Bout,3,3 Rnd (5-5-5),11,1,0,0,167.64,56.69,167.64,Orthodox,1994-02-28,2.6,0.49,2.45,0.53,4.37,0.35,1.0,0.4,11,3,0,0,157.48,52.15,160.02,Orthodox,1999-12-30,4.59,0.5,3.04,0.51,1.19,0.36,0.67,0.8
554,bf7ad5628363eec9,Cody Stamann,8b1ed83b02303075,Taylor Lapilus,Taylor Lapilus,Bantamweight Bout,3,3 Rnd (5-5-5),21,8,1,0,167.64,61.22,162.56,Orthodox,1989-11-09,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,21,4,0,0,167.64,61.22,185.42,Southpaw,1992-04-08,4.59,0.48,2.61,0.62,0.27,0.33,0.77,0.3
555,02bb48869eb7ac8f,Rayanne dos Santos,19f8a2f6eecd92ac,Puja Tomar,Puja Tomar,Women's Strawweight Bout,3,3 Rnd (5-5-5),14,9,0,0,157.48,52.15,157.48,Orthodox,1995-06-08,4.57,0.4,6.47,0.59,0.5,0.14,0.8,0.0,9,5,0,0,162.56,52.15,149.86,Southpaw,1993-12-05,5.61,0.48,5.82,0.46,0.0,0.0,1.0,0.0
556,275aca31f61ba28c,Islam Makhachev,029eaff01e6bb8f0,Dustin Poirier,Islam Makhachev,UFC Lightweight Title Bout,5,5 Rnd (5-5-5-5-5),27,1,0,0,177.8,70.29,177.8,Southpaw,1991-10-27,2.63,0.58,1.55,0.61,3.2,0.53,0.9,1.1,30,9,0,1,175.26,70.29,182.88,Southpaw,1989-01-19,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3
557,0d8011111be000b2,Sean Strickland,2e5c2aa8e4ab9d82,Paulo Costa,Sean Strickland,Middleweight Bout,5,5 Rnd (5-5-5-5-5),29,7,0,0,185.42,83.9,193.04,Orthodox,1991-02-27,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,14,4,0,0,185.42,83.9,182.88,Orthodox,1991-04-21,6.22,0.58,6.56,0.49,0.36,0.75,0.8,0.0
558,3a46b268013afede,Kevin Holland,0d65c432720accb9,Michal Oleksiejczuk,Kevin Holland,Middleweight Bout,1,3 Rnd (5-5-5),28,13,0,1,190.5,77.1,205.74,Orthodox,1992-11-05,4.24,0.5,3.11,0.5,0.81,0.39,0.55,0.6,20,9,0,1,182.88,83.9,187.96,Southpaw,1995-02-22,5.27,0.51,4.51,0.59,1.05,0.43,0.48,0.0
559,d8da10db80131bec,Niko Price,cdb96af67d096b1e,Alex Morono,Niko Price,Welterweight Bout,3,3 Rnd (5-5-5),16,9,0,2,182.88,77.1,193.04,Orthodox,1989-09-29,5.13,0.43,5.55,0.48,0.98,0.28,0.5,0.6,24,12,0,1,180.34,77.1,182.88,Orthodox,1990-08-16,5.03,0.4,4.78,0.56,0.33,0.24,0.47,0.3
560,c6aee362c7a7d482,Randy Brown,8adcbd525fab8d9b,Elizeu Zaleski dos Santos,Randy Brown,Welterweight Bout,3,3 Rnd (5-5-5),20,6,0,0,190.5,77.1,198.12,Orthodox,1990-07-08,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,25,9,1,0,180.34,77.1,185.42,Orthodox,1986-12-11,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5
561,64d47ef881a437a4,Cesar Almeida,9d83f6da776ff7d6,Roman Kopylov,Roman Kopylov,Middleweight Bout,3,3 Rnd (5-5-5),7,1,0,0,185.42,83.9,187.96,Orthodox,1988-03-28,4.16,0.58,2.32,0.48,0.0,0.0,0.6,0.3,14,3,0,0,182.88,83.9,190.5,Southpaw,1991-05-04,4.96,0.5,4.86,0.55,1.17,0.42,0.87,0.0
562,41e83a89929d1327,Jailton Almeida,c0badf3243907e59,Alexandr Romanov,Jailton Almeida,Heavyweight Bout,1,3 Rnd (5-5-5),22,3,0,0,190.5,92.97,200.66,Orthodox,1991-06-26,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,18,3,0,0,187.96,118.82,190.5,Southpaw,1990-12-11,3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9
563,99bd51917728c25d,Grant Dawson,af65aa688d13eedf,Joe Solecki,Grant Dawson,Lightweight Bout,3,3 Rnd (5-5-5),23,2,1,0,177.8,70.29,182.88,Switch,1994-02-20,3.2,0.52,2.11,0.44,3.87,0.4,0.57,1.1,13,6,0,0,175.26,70.29,177.8,Orthodox,1993-08-27,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4
564,8e382b585a92affe,Phil Rowe,a845f0735bc67405,Jake Matthews,Jake Matthews,Welterweight Bout,3,3 Rnd (5-5-5),11,5,0,0,190.5,77.1,203.2,Orthodox,1990-07-18,3.99,0.49,4.38,0.53,0.6,0.36,0.56,0.3,21,7,0,0,180.34,77.1,185.42,Orthodox,1994-08-19,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6
565,9e50097a89442158,Mickey Gall,f4d92416da98804b,Bassil Hafez,Bassil Hafez,Welterweight Bout,3,3 Rnd (5-5-5),7,7,0,0,187.96,77.1,187.96,Switch,1992-01-22,3.5,0.49,4.72,0.49,1.15,0.32,0.37,1.6,9,4,1,0,180.34,77.1,182.88,Orthodox,1992-01-31,3.71,0.38,5.68,0.41,2.21,0.24,0.5,0.0
566,06e4245d16fc5315,Ailin Perez,f9ab66e67240db7b,Joselyne Edwards,Ailin Perez,Women's Bantamweight Bout,3,3 Rnd (5-5-5),12,2,0,0,165.1,61.22,167.64,Switch,1994-10-05,3.1,0.54,1.79,0.55,4.68,0.46,0.66,0.2,15,6,0,0,172.72,61.22,177.8,Orthodox,1995-09-29,4.62,0.53,3.2,0.49,1.31,0.41,0.61,0.6
567,0be6776db31d98ec,Mitch Raposo,b1f21ce050035d58,Andre Lima,Andre Lima,Flyweight Bout,3,3 Rnd (5-5-5),9,3,0,0,165.1,56.69,162.56,Switch,1998-10-16,1.62,0.33,3.2,0.55,3.54,0.37,0.5,0.0,11,0,0,0,170.18,56.69,170.18,Orthodox,1999-02-04,4.06,0.6,2.49,0.57,1.36,0.75,0.75,1.1
568,64a50dad704d1d49,Edson Barboza,396fe87b84ac2e1c,Lerone Murphy,Lerone Murphy,Featherweight Bout,5,5 Rnd (5-5-5-5-5),24,12,0,0,180.34,70.29,190.5,Orthodox,1986-01-21,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,16,0,1,0,175.26,65.76,185.42,Orthodox,1991-07-22,4.53,0.54,2.48,0.61,1.45,0.54,0.52,0.5
569,2558ae2e5671e318,Khaos Williams,a53d30163304aa6e,Carlston Harris,Khaos Williams,Welterweight Bout,1,3 Rnd (5-5-5),15,5,0,0,182.88,77.1,195.58,Orthodox,1994-03-30,4.94,0.39,5.39,0.4,0.0,0.0,0.51,0.0,19,7,0,0,182.88,77.1,193.04,Orthodox,1987-07-09,3.79,0.43,3.46,0.54,1.46,0.22,0.55,0.6
570,40f3cb27fc7305a1,Themba Gorimbo,3d074044a33825e7,Ramiz Brahimaj,Themba Gorimbo,Welterweight Bout,3,3 Rnd (5-5-5),14,5,0,0,185.42,77.1,195.58,Orthodox,1991-01-23,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,12,5,0,0,177.8,77.1,182.88,Orthodox,1992-11-17,2.14,0.45,3.81,0.43,1.99,0.41,0.47,1.7
571,0232cabbc30a2372,Adrian Yanez,65cdf4ec31143d86,Vinicius Salvador,Adrian Yanez,Bantamweight Bout,1,3 Rnd (5-5-5),17,6,0,0,170.18,61.22,177.8,Orthodox,1993-11-29,6.23,0.41,5.75,0.54,0.0,0.0,0.81,0.0,14,7,0,0,170.18,61.22,177.8,Southpaw,1996-07-24,5.48,0.43,6.5,0.48,0.36,0.11,0.86,0.0
572,a3a542074109b347,Luana Pinheiro,f0feeb2192937424,Angela Hill,Angela Hill,Women's Strawweight Bout,2,3 Rnd (5-5-5),11,5,0,0,157.48,52.15,157.48,Orthodox,1992-11-18,3.29,0.39,4.06,0.6,2.33,0.37,0.71,0.2,18,14,0,0,160.02,52.15,162.56,Orthodox,1985-01-12,5.47,0.5,4.92,0.61,0.81,0.32,0.75,0.1
573,3e708ce33b6b18e6,Victor Martinez,6c3b2525436cf5d4,Tom Nolan,Tom Nolan,Lightweight Bout,1,3 Rnd (5-5-5),13,6,0,0,172.72,70.29,177.8,Orthodox,1991-07-17,7.94,0.51,7.66,0.53,0.7,0.33,0.8,0.0,9,1,0,0,190.5,70.29,185.42,Southpaw,2000-03-08,5.82,0.45,4.85,0.46,0.41,0.12,0.66,1.6
574,46e2011d92463b7e,Oumar Sy,3e8118c1ab52f211,Tuco Tokkos,Oumar Sy,Light Heavyweight Bout,1,3 Rnd (5-5-5),11,1,0,0,193.04,92.97,210.82,Orthodox,1995-11-21,3.68,0.5,1.81,0.7,2.22,0.33,1.0,0.4,10,5,0,0,193.04,92.97,193.04,Orthodox,1990-06-30,2.51,0.38,4.99,0.48,2.65,0.4,0.33,0.0
575,4f3064faf17aa711,Tamires Vidal,a4a80dd7336ffd59,Melissa Gatto,Melissa Gatto,Women's Bantamweight Bout,3,3 Rnd (5-5-5),7,4,0,0,167.64,61.22,172.72,Orthodox,1998-07-27,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,9,2,2,0,165.1,61.22,175.26,Orthodox,1996-05-02,3.78,0.49,2.84,0.54,1.47,0.28,0.63,0.5
576,36b8f265bcd1b7a4,Abus Magomedov,d317a5e2b3f88c5f,Warlley Alves,Abus Magomedov,Middleweight Bout,3,3 Rnd (5-5-5),28,6,1,0,187.96,83.9,198.12,Orthodox,1990-09-02,3.21,0.48,3.68,0.56,2.65,0.57,1.0,0.2,15,8,0,0,180.34,83.9,182.88,Orthodox,1991-01-04,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8
577,e375cb5caf4717b6,Piera Rodriguez,c0d5c0c95c59050b,Ariane Carnelossi,Ariane Carnelossi,Women's Strawweight Bout,2,3 Rnd (5-5-5),10,2,0,0,160.02,52.15,160.02,Orthodox,1992-11-11,3.4,0.48,2.63,0.57,4.06,0.51,0.66,0.0,15,3,0,0,157.48,52.15,154.94,Orthodox,1992-11-17,2.87,0.39,4.74,0.45,1.37,0.55,0.14,0.3
578,1897b7b913736a7c,Alatengheili,102a8fdf8cbf7467,Kleydson Rodrigues,Alatengheili,Bantamweight Bout,3,3 Rnd (5-5-5),17,10,2,0,165.1,61.22,167.64,Orthodox,1991-12-14,2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0,8,4,0,0,165.1,61.22,170.18,Orthodox,1995-10-22,4.58,0.57,2.29,0.53,0.6,0.22,0.53,0.6
579,2c483cf443f38ece,Vanessa Demopoulos,02f8fedc18cbd26c,Emily Ducote,Vanessa Demopoulos,Women's Strawweight Bout,3,3 Rnd (5-5-5),11,8,0,0,157.48,56.69,149.86,Orthodox,1988-09-22,3.37,0.39,5.39,0.41,0.32,0.09,0.26,0.4,13,9,0,0,157.48,52.15,160.02,Orthodox,1994-01-01,7.45,0.52,7.84,0.57,0.2,0.14,0.94,0.0
580,d3df1add9d9a7efb,Derrick Lewis,d31a5546c0e9b213,Rodrigo Nascimento,Derrick Lewis,Heavyweight Bout,3,5 Rnd (5-5-5-5-5),28,12,0,1,190.5,117.91,200.66,Orthodox,1985-02-07,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0.0,11,3,0,1,187.96,111.56,203.2,Orthodox,1992-11-26,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5
581,b9437600497350f3,Joaquin Buckley,49d2a08964c5eb11,Nursulton Ruziboev,Joaquin Buckley,Welterweight Bout,3,3 Rnd (5-5-5),21,7,0,0,177.8,77.1,193.04,Southpaw,1994-04-27,3.88,0.36,2.93,0.59,1.54,0.45,0.72,0.1,36,9,2,2,195.58,83.9,193.04,Orthodox,1993-11-19,2.59,0.46,2.89,0.48,0.75,0.66,0.33,0.0
582,a495f599e787614f,Alonzo Menifield,9014c02eff8b3d62,Carlos Ulberg,Carlos Ulberg,Light Heavyweight Bout,1,3 Rnd (5-5-5),17,5,1,0,182.88,92.97,193.04,Orthodox,1987-10-18,3.79,0.53,3.76,0.5,0.5,0.31,0.78,0.2,13,1,0,0,193.04,92.97,195.58,Orthodox,1990-11-07,6.77,0.55,4.21,0.51,0.58,0.6,0.85,0.2
583,f53d4f21d1b5f2dc,Diego Ferreira,849c5d9979df5357,Mateusz Rebecki,Diego Ferreira,Lightweight Bout,3,3 Rnd (5-5-5),19,6,0,0,175.26,70.29,187.96,Orthodox,1985-01-18,4.82,0.4,3.46,0.55,0.86,0.3,0.57,0.6,20,2,0,0,170.18,70.29,167.64,Southpaw,1992-11-03,4.7,0.48,4.13,0.54,3.84,0.75,0.45,0.8
584,7aa3d6964eff4877,Alex Caceres,4682bc59d5f55145,Sean Woodson,Sean Woodson,Featherweight Bout,3,3 Rnd (5-5-5),21,15,0,1,177.8,65.76,185.42,Southpaw,1988-06-20,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7,13,2,1,0,187.96,65.76,198.12,Orthodox,1992-06-07,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3
585,fc08099550072fe4,Waldo Cortes-Acosta,140567899d98978a,Robelis Despaigne,Waldo Cortes-Acosta,Heavyweight Bout,3,3 Rnd (5-5-5),14,1,0,0,193.04,117.91,198.12,Orthodox,1991-10-03,5.98,0.48,3.43,0.55,0.42,0.5,0.66,0.1,5,2,0,0,200.66,120.18,213.36,Orthodox,1988-09-09,2.11,0.59,2.54,0.46,0.0,0.0,0.5,0.0
586,971246648e162f0d,Chase Hooper,19c591115a58982c,Viacheslav Borshchev,Chase Hooper,Lightweight Bout,2,3 Rnd (5-5-5),16,3,1,0,185.42,70.29,187.96,Southpaw,1999-09-13,4.53,0.51,2.96,0.38,2.59,0.34,0.55,2.2,8,6,1,0,180.34,70.29,175.26,Orthodox,1992-01-08,5.22,0.54,4.73,0.57,0.0,0.0,0.42,0.1
587,809bd1a871491508,Terrance McKinney,323d4ca260dfa0ba,Esteban Ribovics,Esteban Ribovics,Lightweight Bout,1,3 Rnd (5-5-5),17,7,0,0,177.8,70.29,185.42,Switch,1994-09-15,5.78,0.56,2.58,0.47,3.59,0.4,0.77,2.2,14,2,0,0,177.8,70.29,175.26,Orthodox,1996-04-27,8.08,0.43,5.92,0.55,0.48,0.66,0.63,0.2
588,d25240135aee03e5,Tabatha Ricci,31ef8b67e13495b3,Tecia Pennington,Tabatha Ricci,Women's Strawweight Bout,3,3 Rnd (5-5-5),11,3,0,0,154.94,52.15,154.94,Orthodox,1995-02-21,4.18,0.36,5.29,0.57,2.74,0.37,0.81,0.1,15,7,0,0,154.94,52.15,152.4,Orthodox,1989-08-16,4.78,0.48,3.48,0.61,0.54,0.13,0.62,0.1
589,fa07345cc9db5cc9,Billy Ray Goff,31dbfbe4e7a6727c,Trey Waters,Trey Waters,Welterweight Bout,3,3 Rnd (5-5-5),9,4,0,0,177.8,77.1,182.88,Switch,1998-06-18,7.51,0.46,5.02,0.59,1.75,0.16,0.66,0.0,9,1,0,0,195.58,77.1,195.58,Orthodox,1995-02-21,6.43,0.44,5.61,0.56,0.44,0.33,0.85,0.9
590,814e5233e2acf2ee,Charles Johnson,60a42bf82447c919,Jake Hadley,Charles Johnson,Flyweight Bout,3,3 Rnd (5-5-5),17,7,0,0,175.26,56.69,177.8,Switch,1991-01-10,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4,11,4,0,0,170.18,61.22,177.8,Southpaw,1996-08-03,3.8,0.43,4.16,0.61,0.33,0.11,0.54,1.1
